timestamp_iso,close,symbol,timestamp_unix_ms
2026-04-12 23:00:00+00:00,1.1676785945892334,EURUSD,1776034800000
2026-04-12 23:05:00+00:00,1.1674060821533203,EURUSD,1776035100000
2026-04-12 23:10:00+00:00,1.1675423383712769,EURUSD,1776035400000
2026-04-12 23:15:00+00:00,1.1669973134994507,EURUSD,1776035700000
2026-04-12 23:20:00+00:00,1.1669973134994507,EURUSD,1776036000000
2026-04-12 23:25:00+00:00,1.1671334505081177,EURUSD,1776036300000
2026-04-12 23:30:00+00:00,1.1674060821533203,EURUSD,1776036600000
2026-04-12 23:35:00+00:00,1.1675423383712769,EURUSD,1776036900000
2026-04-12 23:40:00+00:00,1.1674060821533203,EURUSD,1776037200000
2026-04-12 23:45:00+00:00,1.1675423383712769,EURUSD,1776037500000
2026-04-12 23:50:00+00:00,1.1676785945892334,EURUSD,1776037800000
2026-04-12 23:55:00+00:00,1.1676785945892334,EURUSD,1776038100000
2026-04-13 00:00:00+00:00,1.1676785945892334,EURUSD,1776038400000
2026-04-13 00:05:00+00:00,1.1678149700164795,EURUSD,1776038700000
2026-04-13 00:10:00+00:00,1.1680878400802612,EURUSD,1776039000000
2026-04-13 00:15:00+00:00,1.1682243347167969,EURUSD,1776039300000
2026-04-13 00:20:00+00:00,1.1683608293533325,EURUSD,1776039600000
2026-04-13 00:25:00+00:00,1.1686338186264038,EURUSD,1776039900000
2026-04-13 00:30:00+00:00,1.168770432472229,EURUSD,1776040200000
2026-04-13 00:35:00+00:00,1.168770432472229,EURUSD,1776040500000
2026-04-13 00:40:00+00:00,1.168770432472229,EURUSD,1776040800000
2026-04-13 00:45:00+00:00,1.1689070463180542,EURUSD,1776041100000
2026-04-13 00:50:00+00:00,1.168770432472229,EURUSD,1776041400000
2026-04-13 00:55:00+00:00,1.1689070463180542,EURUSD,1776041700000
2026-04-13 01:00:00+00:00,1.1689070463180542,EURUSD,1776042000000
2026-04-13 01:05:00+00:00,1.1689070463180542,EURUSD,1776042300000
2026-04-13 01:10:00+00:00,1.1691803932189941,EURUSD,1776042600000
2026-04-13 01:15:00+00:00,1.1690436601638794,EURUSD,1776042900000
2026-04-13 01:20:00+00:00,1.1689070463180542,EURUSD,1776043200000
2026-04-13 01:25:00+00:00,1.168770432472229,EURUSD,1776043500000
2026-04-13 01:30:00+00:00,1.1686338186264038,EURUSD,1776043800000
2026-04-13 01:35:00+00:00,1.1686338186264038,EURUSD,1776044100000
2026-04-13 01:40:00+00:00,1.1684973239898682,EURUSD,1776044400000
2026-04-13 01:45:00+00:00,1.168770432472229,EURUSD,1776044700000
2026-04-13 01:50:00+00:00,1.1689070463180542,EURUSD,1776045000000
2026-04-13 01:55:00+00:00,1.1690436601638794,EURUSD,1776045300000
2026-04-13 02:00:00+00:00,1.1689070463180542,EURUSD,1776045600000
2026-04-13 02:05:00+00:00,1.1690436601638794,EURUSD,1776045900000
2026-04-13 02:10:00+00:00,1.1691803932189941,EURUSD,1776046200000
2026-04-13 02:15:00+00:00,1.1690436601638794,EURUSD,1776046500000
2026-04-13 02:20:00+00:00,1.1691803932189941,EURUSD,1776046800000
2026-04-13 02:25:00+00:00,1.1690436601638794,EURUSD,1776047100000
2026-04-13 02:30:00+00:00,1.1690436601638794,EURUSD,1776047400000
2026-04-13 02:35:00+00:00,1.1689070463180542,EURUSD,1776047700000
2026-04-13 02:40:00+00:00,1.1690436601638794,EURUSD,1776048000000
2026-04-13 02:45:00+00:00,1.1689070463180542,EURUSD,1776048300000
2026-04-13 02:50:00+00:00,1.1690436601638794,EURUSD,1776048600000
2026-04-13 02:55:00+00:00,1.1691803932189941,EURUSD,1776048900000
2026-04-13 03:00:00+00:00,1.1691803932189941,EURUSD,1776049200000
2026-04-13 03:05:00+00:00,1.1690436601638794,EURUSD,1776049500000
2026-04-13 03:10:00+00:00,1.1690436601638794,EURUSD,1776049800000
2026-04-13 03:15:00+00:00,1.1690436601638794,EURUSD,1776050100000
2026-04-13 03:20:00+00:00,1.1690436601638794,EURUSD,1776050400000
2026-04-13 03:25:00+00:00,1.1690436601638794,EURUSD,1776050700000
2026-04-13 03:30:00+00:00,1.1690436601638794,EURUSD,1776051000000
2026-04-13 03:35:00+00:00,1.1690436601638794,EURUSD,1776051300000
2026-04-13 03:40:00+00:00,1.1691803932189941,EURUSD,1776051600000
2026-04-13 03:45:00+00:00,1.1690436601638794,EURUSD,1776051900000
2026-04-13 03:50:00+00:00,1.1691803932189941,EURUSD,1776052200000
2026-04-13 03:55:00+00:00,1.1691803932189941,EURUSD,1776052500000
2026-04-13 04:00:00+00:00,1.1690436601638794,EURUSD,1776052800000
2026-04-13 04:05:00+00:00,1.1693171262741089,EURUSD,1776053100000
2026-04-13 04:10:00+00:00,1.1693171262741089,EURUSD,1776053400000
2026-04-13 04:15:00+00:00,1.1693171262741089,EURUSD,1776053700000
2026-04-13 04:20:00+00:00,1.1691803932189941,EURUSD,1776054000000
2026-04-13 04:25:00+00:00,1.1693171262741089,EURUSD,1776054300000
2026-04-13 04:30:00+00:00,1.1691803932189941,EURUSD,1776054600000
2026-04-13 04:35:00+00:00,1.1690436601638794,EURUSD,1776054900000
2026-04-13 04:40:00+00:00,1.1690436601638794,EURUSD,1776055200000
2026-04-13 04:45:00+00:00,1.1690436601638794,EURUSD,1776055500000
2026-04-13 04:50:00+00:00,1.1690436601638794,EURUSD,1776055800000
2026-04-13 04:55:00+00:00,1.1689070463180542,EURUSD,1776056100000
2026-04-13 05:00:00+00:00,1.1689070463180542,EURUSD,1776056400000
2026-04-13 05:05:00+00:00,1.168770432472229,EURUSD,1776056700000
2026-04-13 05:10:00+00:00,1.168770432472229,EURUSD,1776057000000
2026-04-13 05:15:00+00:00,1.168770432472229,EURUSD,1776057300000
2026-04-13 05:20:00+00:00,1.1689070463180542,EURUSD,1776057600000
2026-04-13 05:25:00+00:00,1.1690436601638794,EURUSD,1776057900000
2026-04-13 05:30:00+00:00,1.1690436601638794,EURUSD,1776058200000
2026-04-13 05:35:00+00:00,1.1691803932189941,EURUSD,1776058500000
2026-04-13 05:40:00+00:00,1.1690436601638794,EURUSD,1776058800000
2026-04-13 05:45:00+00:00,1.1691803932189941,EURUSD,1776059100000
2026-04-13 05:50:00+00:00,1.1690436601638794,EURUSD,1776059400000
2026-04-13 05:55:00+00:00,1.1691803932189941,EURUSD,1776059700000
2026-04-13 06:00:00+00:00,1.1693171262741089,EURUSD,1776060000000
2026-04-13 06:05:00+00:00,1.1697274446487427,EURUSD,1776060300000
2026-04-13 06:10:00+00:00,1.1693171262741089,EURUSD,1776060600000
2026-04-13 06:15:00+00:00,1.1693171262741089,EURUSD,1776060900000
2026-04-13 06:20:00+00:00,1.1694538593292236,EURUSD,1776061200000
2026-04-13 06:25:00+00:00,1.1693171262741089,EURUSD,1776061500000
2026-04-13 06:30:00+00:00,1.1691803932189941,EURUSD,1776061800000
2026-04-13 06:35:00+00:00,1.1686338186264038,EURUSD,1776062100000
2026-04-13 06:40:00+00:00,1.1682243347167969,EURUSD,1776062400000
2026-04-13 06:45:00+00:00,1.1682243347167969,EURUSD,1776062700000
2026-04-13 06:50:00+00:00,1.1683608293533325,EURUSD,1776063000000
2026-04-13 06:55:00+00:00,1.1689070463180542,EURUSD,1776063300000
2026-04-13 07:00:00+00:00,1.1693171262741089,EURUSD,1776063600000
2026-04-13 07:05:00+00:00,1.1691803932189941,EURUSD,1776063900000
2026-04-13 07:10:00+00:00,1.1693171262741089,EURUSD,1776064200000
2026-04-13 07:15:00+00:00,1.1693171262741089,EURUSD,1776064500000
2026-04-13 07:20:00+00:00,1.1694538593292236,EURUSD,1776064800000
2026-04-13 07:25:00+00:00,1.169864296913147,EURUSD,1776065100000
2026-04-13 07:30:00+00:00,1.1702749729156494,EURUSD,1776065400000
2026-04-13 07:35:00+00:00,1.1701380014419556,EURUSD,1776065700000
2026-04-13 07:40:00+00:00,1.1700011491775513,EURUSD,1776066000000
2026-04-13 07:45:00+00:00,1.169864296913147,EURUSD,1776066300000
2026-04-13 07:50:00+00:00,1.169864296913147,EURUSD,1776066600000
2026-04-13 07:55:00+00:00,1.1701380014419556,EURUSD,1776066900000
2026-04-13 08:00:00+00:00,1.169864296913147,EURUSD,1776067200000
2026-04-13 08:05:00+00:00,1.1697274446487427,EURUSD,1776067500000
2026-04-13 08:10:00+00:00,1.1695905923843384,EURUSD,1776067800000
2026-04-13 08:15:00+00:00,1.1695905923843384,EURUSD,1776068100000
2026-04-13 08:20:00+00:00,1.1695905923843384,EURUSD,1776068400000
2026-04-13 08:25:00+00:00,1.1694538593292236,EURUSD,1776068700000
2026-04-13 08:30:00+00:00,1.1695905923843384,EURUSD,1776069000000
2026-04-13 08:35:00+00:00,1.1693171262741089,EURUSD,1776069300000
2026-04-13 08:40:00+00:00,1.1690436601638794,EURUSD,1776069600000
2026-04-13 08:45:00+00:00,1.1690436601638794,EURUSD,1776069900000
2026-04-13 08:50:00+00:00,1.168770432472229,EURUSD,1776070200000
2026-04-13 08:55:00+00:00,1.1689070463180542,EURUSD,1776070500000
